#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class
1,,Green Flag,,,,,0,10:01:56.779,,,,,,,,
648,13,Daniel Fenn 13,57,58,2:47.752,"53,7",2:48:32.138,12:50:28.917,46,166,23,,RS-44911,0,,M
649,35,Maarten Sijbrandij 35,45,58,3:39.510,41,2:48:50.660,12:50:47.439,49,182,25,,FX-12737,0,,M
650,28,Ymte Sijbrandij 28,57,58,3:02.712,"49,3",2:49:11.170,12:51:07.949,44,147,26,,FL-59825,0,,M
651,6,Bernhard Böhler 6,49,58,3:11.761,"46,9",2:49:37.560,12:51:34.339,36,215,25,,TH-71610,0,,M
652,41,Hanno Habighorst 41,56,58,3:16.651,"45,8",2:49:58.835,12:51:55.614,54,104,25,,FL-67553,0,,M
653,1,Christian Winkgen 1,52,58,3:25.856,"43,7",2:50:06.983,12:52:03.762,36,161,26,,FR-20127,0,,M
654,12,Nici Walde 12,59,59,2:53.523,"51,9",2:50:09.716,12:52:06.495,50,124,25,,RS-39204,0,,F
655,40,Alexander Kamminga 40,44,59,3:48.844,"39,3",2:50:12.971,12:52:09.750,50,144,25,,SW-51561,0,,M
656,2,Jan Kranczoch 2,43,59,3:48.779,"39,3",2:50:13.219,12:52:09.998,53,151,25,,RF-87962,0,,M
657,24,Peter Coppens 24,41,59,3:15.281,"46,1",2:50:33.758,12:52:30.537,35,126,24,,FL-79890,0,,M
658,30,Bo Gustavsson 30,55,59,3:18.936,"45,2",2:50:39.702,12:52:36.481,58,120,37,,CK-85561,0,,M
659,7,Swannette Tempelman 7,47,59,3:47.962,"39,5",2:51:00.849,12:52:57.628,56,173,26,,HL-85304,0,,F
660,13,Daniel Fenn 13,58,59,2:48.762,"53,3",2:51:20.900,12:53:17.679,45,164,24,,RS-44911,0,,M
661,28,Ymte Sijbrandij 28,58,59,3:03.170,"49,1",2:52:14.340,12:54:11.119,43,148,24,,FL-59825,0,,M
662,35,Maarten Sijbrandij 35,46,59,3:55.857,"38,2",2:52:46.517,12:54:43.296,53,184,25,,FX-12737,0,,M
663,6,Bernhard Böhler 6,50,59,3:16.367,"45,8",2:52:53.927,12:54:50.706,36,225,24,,TH-71610,0,,M
664,12,Nici Walde 12,60,60,2:56.021,"51,1",2:53:05.737,12:55:02.516,52,125,26,,RS-39204,0,,F
665,1,Christian Winkgen 1,53,60,3:00.538,"49,9",2:53:07.521,12:55:04.300,36,163,26,,FR-20127,0,,M
666,41,Hanno Habighorst 41,57,60,3:13.767,"46,4",2:53:12.602,12:55:09.381,55,103,23,,FL-67553,0,,M
667,24,Peter Coppens 24,42,60,3:18.687,"45,3",2:53:52.445,12:55:49.224,45,125,24,,FL-79890,0,,M
668,30,Bo Gustavsson 30,56,60,3:19.324,"45,2",2:53:59.026,12:55:55.805,56,118,23,,CK-85561,0,,M
669,2,Jan Kranczoch 2,44,60,3:50.487,39,2:54:03.706,12:56:00.485,52,153,23,,RF-87962,0,,M
670,40,Alexander Kamminga 40,45,60,3:51.735,"38,8",2:54:04.706,12:56:01.485,51,143,23,,SW-51561,0,,M
671,13,Daniel Fenn 13,59,60,2:49.391,"53,1",2:54:10.291,12:56:07.070,46,167,23,,RS-44911,0,,M
672,7,Swannette Tempelman 7,48,60,3:49.782,"39,2",2:54:50.631,12:56:47.410,58,172,23,,HL-85304,0,,F
673,28,Ymte Sijbrandij 28,59,60,3:01.987,"49,5",2:55:16.327,12:57:13.106,46,149,25,,FL-59825,0,,M
674,12,Nici Walde 12,61,61,2:55.167,"51,4",2:56:00.904,12:57:57.683,51,125,24,,RS-39204,0,,F
675,6,Bernhard Böhler 6,51,61,3:10.995,"47,1",2:56:04.922,12:58:01.701,35,211,23,,TH-71610,0,,M
676,1,Christian Winkgen 1,54,61,3:24.490,44,2:56:32.011,12:58:28.790,37,160,23,,FR-20127,0,,M
677,35,Maarten Sijbrandij 35,47,61,3:48.177,"39,4",2:56:34.694,12:58:31.473,48,182,25,,FX-12737,0,,M
678,13,Daniel Fenn 13,60,61,2:50.118,"52,9",2:57:00.409,12:58:57.188,45,165,25,,RS-44911,0,,M
679,24,Peter Coppens 24,43,61,3:19.515,"45,1",2:57:11.960,12:59:08.739,43,127,25,,FL-79890,0,,M
680,30,Bo Gustavsson 30,57,61,3:14.912,"46,2",2:57:13.938,12:59:10.717,54,119,25,,CK-85561,0,,M
681,2,Jan Kranczoch 2,45,61,3:47.308,"39,6",2:57:51.014,12:59:47.793,54,152,25,,RF-87962,0,,M
682,40,Alexander Kamminga 40,46,61,3:48.534,"39,4",2:57:53.240,12:59:50.019,49,138,25,,SW-51561,0,,M
683,28,Ymte Sijbrandij 28,60,61,3:07.091,"48,1",2:58:23.418,13:00:20.197,47,149,25,,FL-59825,0,,M
684,7,Swannette Tempelman 7,49,61,3:41.331,"40,7",2:58:31.962,13:00:28.741,54,172,26,,HL-85304,0,,F
685,41,Hanno Habighorst 41,58,61,5:27.257,"27,5",2:58:39.859,13:00:36.638,52,106,25,,FL-67553,0,,M
686,12,Nici Walde 12,62,62,2:58.951,"50,3",2:58:59.855,13:00:56.634,49,122,25,,RS-39204,0,,F
687,6,Bernhard Böhler 6,52,62,3:12.229,"46,8",2:59:17.151,13:01:13.930,31,221,27,,TH-71610,0,,M
688,1,Christian Winkgen 1,55,62,3:21.481,"44,7",2:59:53.492,13:01:50.271,31,161,26,,FR-20127,0,,M
689,13,Daniel Fenn 13,61,62,2:54.576,"51,6",2:59:54.985,13:01:51.764,43,165,26,,RS-44911,0,,M
690,29,Pieter Sijbrandij 29,0,62,,0,3:00:01.496,13:01:58.275,71,149,29,,RR-86309,0,,M
691,32,Heinz Bentlage 32,0,62,,0,3:00:02.704,13:01:59.483,73,178,29,,LS-77829,0,,M
692,25,Ulrich Bentlage 25,0,62,,0,3:00:04.321,13:02:01.100,75,168,29,,TS-92224,0,,M
693,16,Harry Lieben 16,0,62,,0,3:00:06.801,13:02:03.580,52,115,32,,SP-58826,0,,M
694,3,Peter Welk 3,0,62,,0,3:00:08.630,13:02:05.409,50,156,32,,RG-24042,0,,M
695,35,Maarten Sijbrandij 35,48,62,3:34.051,42,3:00:08.745,13:02:05.524,42,179,32,,FX-12737,0,,M
696,11,Piet Kaagman 11,0,62,,0,3:00:09.803,13:02:06.582,63,211,32,,TT-76200,0,,M
697,8,Otmar Buchert 8,0,62,,0,3:00:12.257,13:02:09.036,66,163,43,,RR-17418,0,,M
698,31,Peter Haan 31,0,62,,0,3:00:13.269,13:02:10.048,59,169,43,,SW-67991,0,,M
699,21,Vladimir 21,0,62,,0,3:00:15.754,13:02:12.533,72,161,43,,TK-75384,0,,M
700,22,Reinis Avens 22,0,62,,0,3:00:19.481,13:02:16.260,84,159,43,,TN-05564,0,,M
701,15,Alexander Lechtenberg 15,0,62,,0,3:00:22.155,13:02:18.934,66,135,39,,FL-68490,0,,M
702,14,Kerstin Lechtenberg 14,0,62,,0,3:00:22.880,13:02:19.659,70,144,39,,TW-27175,0,,F
703,24,Peter Coppens 24,44,62,3:19.129,"45,2",3:00:31.089,13:02:27.868,44,125,31,,FL-79890,0,,M
704,30,Bo Gustavsson 30,58,62,3:20.630,"44,9",3:00:34.568,13:02:31.347,55,119,29,,CK-85561,0,,M
705,28,Ymte Sijbrandij 28,61,62,3:04.304,"48,8",3:01:27.722,13:03:24.501,45,147,25,,FL-59825,0,,M
706,2,Jan Kranczoch 2,46,62,3:38.435,"41,2",3:01:29.449,13:03:26.228,53,154,25,,RF-87962,0,,M
707,41,Hanno Habighorst 41,59,62,3:12.405,"46,8",3:01:52.264,13:03:49.043,41,108,25,,FL-67553,0,,M
708,12,Nici Walde 12,63,63,2:59.061,"50,3",3:01:58.916,13:03:55.695,49,125,28,,RS-39204,0,,F
709,7,Swannette Tempelman 7,50,63,3:41.218,"40,7",3:02:13.180,13:04:09.959,54,172,28,,HL-85304,0,,F
710,6,Bernhard Böhler 6,53,63,3:14.462,"46,3",3:02:31.613,13:04:28.392,33,215,31,,TH-71610,0,,M
711,13,Daniel Fenn 13,62,63,2:56.732,"50,9",3:02:51.717,13:04:48.496,44,167,33,,RS-44911,0,,M
712,1,Christian Winkgen 1,56,63,2:59.599,"50,1",3:02:53.091,13:04:49.870,33,160,31,,FR-20127,0,,M
713,29,Pieter Sijbrandij 29,1,63,3:03.520,49,3:03:05.016,13:05:01.795,53,130,26,,RR-86309,0,,M
714,11,Piet Kaagman 11,1,63,3:15.860,46,3:03:25.663,13:05:22.442,40,181,25,,TT-76200,0,,M
715,16,Harry Lieben 16,1,63,3:24.064,"44,1",3:03:30.865,13:05:27.644,38,121,24,,SP-58826,0,,M
716,35,Maarten Sijbrandij 35,49,63,3:31.250,"42,6",3:03:39.995,13:05:36.774,49,186,25,,FX-12737,0,,M
717,24,Peter Coppens 24,45,63,3:20.112,45,3:03:51.201,13:05:47.980,44,128,26,,FL-79890,0,,M
718,30,Bo Gustavsson 30,59,63,3:18.938,"45,2",3:03:53.506,13:05:50.285,50,119,27,,CK-85561,0,,M
719,31,Peter Haan 31,1,63,3:47.430,"39,6",3:04:00.699,13:05:57.478,41,174,27,,SW-67991,0,,M
720,46,Xander Niezing 46,0,63,,0,3:04:01.820,13:05:58.599,59,96,27,,CV-94540,0,,M
721,3,Peter Welk 3,1,63,3:59.561,"37,6",3:04:08.191,13:06:04.970,53,145,25,,RG-24042,0,,M
722,32,Heinz Bentlage 32,1,63,4:06.302,"36,5",3:04:09.006,13:06:05.785,54,171,25,,LS-77829,0,,M
723,25,Ulrich Bentlage 25,1,63,4:05.029,"36,7",3:04:09.350,13:06:06.129,56,157,25,,TS-92224,0,,M
724,22,Reinis Avens 22,1,63,4:00.883,"37,4",3:04:20.364,13:06:17.143,55,151,26,,TN-05564,0,,M
725,28,Ymte Sijbrandij 28,62,63,3:03.826,49,3:04:31.548,13:06:28.327,46,147,26,,FL-59825,0,,M
726,21,Vladimir 21,1,63,4:26.361,"33,8",3:04:42.115,13:06:38.894,52,142,26,,TK-75384,0,,M
727,12,Nici Walde 12,64,64,2:57.241,"50,8",3:04:56.157,13:06:52.936,50,126,26,,RS-39204,0,,F
728,41,Hanno Habighorst 41,60,64,3:11.675,47,3:05:03.939,13:07:00.718,54,101,25,,FL-67553,0,,M
729,8,Otmar Buchert 8,1,64,5:27.161,"27,5",3:05:39.418,13:07:36.197,50,157,24,,RR-17418,0,,M
730,6,Bernhard Böhler 6,54,64,3:09.249,"47,6",3:05:40.862,13:07:37.641,34,219,24,,TH-71610,0,,M
731,13,Daniel Fenn 13,63,64,2:50.786,"52,7",3:05:42.503,13:07:39.282,43,166,24,,RS-44911,0,,M
732,7,Swannette Tempelman 7,51,64,3:40.187,"40,9",3:05:53.367,13:07:50.146,52,170,28,,HL-85304,0,,F
733,15,Alexander Lechtenberg 15,1,64,5:31.434,"27,2",3:05:53.589,13:07:50.368,51,137,28,,FL-68490,0,,M
734,29,Pieter Sijbrandij 29,2,64,2:54.022,"51,7",3:05:59.038,13:07:55.817,53,131,25,,RR-86309,0,,M
735,11,Piet Kaagman 11,2,64,2:48.483,"53,4",3:06:14.146,13:08:10.925,41,177,24,,TT-76200,0,,M
736,1,Christian Winkgen 1,57,64,3:25.817,"43,7",3:06:18.908,13:08:15.687,32,159,24,,FR-20127,0,,M
737,14,Kerstin Lechtenberg 14,1,64,5:56.056,"25,3",3:06:18.936,13:08:15.715,53,139,24,,TW-27175,0,,F
738,16,Harry Lieben 16,2,64,3:04.890,"48,7",3:06:35.755,13:08:32.534,53,122,23,,SP-58826,0,,M
739,24,Peter Coppens 24,46,64,3:19.551,"45,1",3:07:10.752,13:09:07.531,43,124,25,,FL-79890,0,,M
740,30,Bo Gustavsson 30,60,64,3:22.228,"44,5",3:07:15.734,13:09:12.513,55,118,24,,CK-85561,0,,M
741,35,Maarten Sijbrandij 35,50,64,3:43.280,"40,3",3:07:23.275,13:09:20.054,51,187,24,,FX-12737,0,,M
742,28,Ymte Sijbrandij 28,63,64,3:04.055,"48,9",3:07:35.603,13:09:32.382,45,148,24,,FL-59825,0,,M
743,31,Peter Haan 31,2,64,3:36.859,"41,5",3:07:37.558,13:09:34.337,31,169,24,,SW-67991,0,,M
744,46,Xander Niezing 46,1,64,3:36.541,"41,6",3:07:38.361,13:09:35.140,38,129,24,,CV-94540,0,,M
745,12,Nici Walde 12,65,65,3:00.284,"49,9",3:07:56.441,13:09:53.220,51,126,25,,RS-39204,0,,F
746,3,Peter Welk 3,2,65,3:50.109,"39,1",3:07:58.300,13:09:55.079,53,142,25,,RG-24042,0,,M
747,32,Heinz Bentlage 32,2,65,3:58.314,"37,8",3:08:07.320,13:10:04.099,55,171,25,,LS-77829,0,,M
748,25,Ulrich Bentlage 25,2,65,3:58.222,"37,8",3:08:07.572,13:10:04.351,55,153,25,,TS-92224,0,,M
749,22,Reinis Avens 22,2,65,3:47.915,"39,5",3:08:08.279,13:10:05.058,57,153,25,,TN-05564,0,,M
750,41,Hanno Habighorst 41,61,65,3:14.274,"46,3",3:08:18.213,13:10:14.992,49,110,24,,FL-67553,0,,M
751,13,Daniel Fenn 13,64,65,3:01.785,"49,5",3:08:44.288,13:10:41.067,47,166,24,,RS-44911,0,,M
752,6,Bernhard Böhler 6,55,65,3:07.766,"47,9",3:08:48.628,13:10:45.407,37,215,25,,TH-71610,0,,M
753,21,Vladimir 21,2,65,4:12.535,"35,6",3:08:54.650,13:10:51.429,56,154,23,,TK-75384,0,,M
754,29,Pieter Sijbrandij 29,3,65,2:56.063,"51,1",3:08:55.101,13:10:51.880,51,130,23,,RR-86309,0,,M
755,11,Piet Kaagman 11,3,65,2:47.703,"53,7",3:09:01.849,13:10:58.628,42,175,24,,TT-76200,0,,M
756,7,Swannette Tempelman 7,52,65,3:37.625,"41,4",3:09:30.992,13:11:27.771,55,170,25,,HL-85304,0,,F
757,16,Harry Lieben 16,3,65,3:04.413,"48,8",3:09:40.168,13:11:36.947,47,120,24,,SP-58826,0,,M
758,1,Christian Winkgen 1,58,65,3:30.712,"42,7",3:09:49.620,13:11:46.399,39,160,24,,FR-20127,0,,M
759,24,Peter Coppens 24,47,65,3:18.525,"45,3",3:10:29.277,13:12:26.056,43,126,25,,FL-79890,0,,M
760,30,Bo Gustavsson 30,61,65,3:16.378,"45,8",3:10:32.112,13:12:28.891,54,119,25,,CK-85561,0,,M
761,28,Ymte Sijbrandij 28,64,65,3:02.279,"49,4",3:10:37.882,13:12:34.661,44,147,25,,FL-59825,0,,M
762,46,Xander Niezing 46,2,65,3:10.933,"47,1",3:10:49.294,13:12:46.073,37,127,26,,CV-94540,0,,M
763,40,Alexander Kamminga 40,47,65,12:59.238,"11,5",3:10:52.478,13:12:49.257,59,144,26,,SW-51561,0,,M
764,12,Nici Walde 12,66,66,2:58.322,"50,5",3:10:54.763,13:12:51.542,51,131,26,,RS-39204,0,,F
765,31,Peter Haan 31,3,66,3:22.339,"44,5",3:10:59.897,13:12:56.676,27,162,26,,SW-67991,0,,M
766,8,Otmar Buchert 8,2,66,5:23.189,"27,8",3:11:02.607,13:12:59.386,51,157,26,,RR-17418,0,,M
767,15,Alexander Lechtenberg 15,2,66,5:10.764,29,3:11:04.353,13:13:01.132,49,143,26,,FL-68490,0,,M
768,35,Maarten Sijbrandij 35,51,66,3:44.753,40,3:11:08.028,13:13:04.807,50,188,26,,FX-12737,0,,M
769,41,Hanno Habighorst 41,62,66,3:09.128,"47,6",3:11:27.341,13:13:24.120,51,110,25,,FL-67553,0,,M
770,13,Daniel Fenn 13,65,66,2:54.142,"51,7",3:11:38.430,13:13:35.209,44,164,25,,RS-44911,0,,M
771,3,Peter Welk 3,3,66,3:52.282,"38,7",3:11:50.582,13:13:47.361,53,142,24,,RG-24042,0,,M
772,29,Pieter Sijbrandij 29,4,66,2:56.841,"50,9",3:11:51.942,13:13:48.721,53,131,24,,RR-86309,0,,M
773,11,Piet Kaagman 11,4,66,2:51.236,"52,6",3:11:53.085,13:13:49.864,39,177,24,,TT-76200,0,,M
774,25,Ulrich Bentlage 25,3,66,3:49.264,"39,3",3:11:56.836,13:13:53.615,52,147,25,,TS-92224,0,,M
775,32,Heinz Bentlage 32,3,66,3:49.954,"39,1",3:11:57.274,13:13:54.053,55,166,25,,LS-77829,0,,M
776,22,Reinis Avens 22,3,66,3:49.638,"39,2",3:11:57.917,13:13:54.696,54,146,25,,TN-05564,0,,M
777,6,Bernhard Böhler 6,56,66,3:15.716,46,3:12:04.344,13:14:01.123,37,209,24,,TH-71610,0,,M
778,14,Kerstin Lechtenberg 14,2,66,5:47.572,"25,9",3:12:06.508,13:14:03.287,58,134,24,,TW-27175,0,,F
779,16,Harry Lieben 16,4,66,3:01.347,"49,6",3:12:41.515,13:14:38.294,47,121,27,,SP-58826,0,,M
780,21,Vladimir 21,3,66,4:17.567,"34,9",3:13:12.217,13:15:08.996,56,155,26,,TK-75384,0,,M
781,7,Swannette Tempelman 7,53,66,3:41.663,"40,6",3:13:12.655,13:15:09.434,56,172,26,,HL-85304,0,,F
782,1,Christian Winkgen 1,59,66,3:38.852,"41,1",3:13:28.472,13:15:25.251,33,160,25,,FR-20127,0,,M
783,28,Ymte Sijbrandij 28,65,66,3:02.057,"49,4",3:13:39.939,13:15:36.718,43,147,26,,FL-59825,0,,M
784,24,Peter Coppens 24,48,66,3:19.849,45,3:13:49.126,13:15:45.905,39,126,26,,FL-79890,0,,M
785,30,Bo Gustavsson 30,62,66,3:18.665,"45,3",3:13:50.777,13:15:47.556,53,119,26,,CK-85561,0,,M
786,12,Nici Walde 12,67,67,2:57.052,"50,8",3:13:51.815,13:15:48.594,51,130,26,,RS-39204,0,,F
787,46,Xander Niezing 46,3,67,3:05.811,"48,4",3:13:55.105,13:15:51.884,39,127,26,,CV-94540,0,,M
788,31,Peter Haan 31,4,67,3:16.305,"45,8",3:14:16.202,13:16:12.981,26,165,26,,SW-67991,0,,M
789,13,Daniel Fenn 13,66,67,2:48.286,"53,5",3:14:26.716,13:16:23.495,43,164,25,,RS-44911,0,,M
790,41,Hanno Habighorst 41,63,67,3:00.832,"49,8",3:14:28.173,13:16:24.952,50,108,25,,FL-67553,0,,M
791,35,Maarten Sijbrandij 35,52,67,3:26.943,"43,5",3:14:34.971,13:16:31.750,48,185,26,,FX-12737,0,,M
792,11,Piet Kaagman 11,5,67,2:46.757,54,3:14:39.842,13:16:36.621,37,175,26,,TT-76200,0,,M
793,40,Alexander Kamminga 40,48,67,4:07.038,"36,4",3:14:59.516,13:16:56.295,50,147,28,,SW-51561,0,,M
794,29,Pieter Sijbrandij 29,5,67,3:08.341,"47,8",3:15:00.283,13:16:57.062,48,129,28,,RR-86309,0,,M
795,6,Bernhard Böhler 6,57,67,3:12.542,"46,7",3:15:16.886,13:17:13.665,33,215,29,,TH-71610,0,,M
796,3,Peter Welk 3,4,67,3:49.220,"39,3",3:15:39.802,13:17:36.581,52,139,26,,RG-24042,0,,M
797,16,Harry Lieben 16,5,67,3:01.510,"49,6",3:15:43.025,13:17:39.804,48,122,25,,SP-58826,0,,M
798,32,Heinz Bentlage 32,4,67,4:01.545,"37,3",3:15:58.819,13:17:55.598,56,170,27,,LS-77829,0,,M
799,25,Ulrich Bentlage 25,4,67,4:02.289,"37,1",3:15:59.125,13:17:55.904,55,156,27,,TS-92224,0,,M
800,22,Reinis Avens 22,4,67,4:01.760,"37,2",3:15:59.677,13:17:56.456,55,151,27,,TN-05564,0,,M
801,15,Alexander Lechtenberg 15,3,67,5:08.693,"29,2",3:16:13.046,13:18:09.825,51,135,26,,FL-68490,0,,M
802,8,Otmar Buchert 8,3,67,5:23.843,"27,8",3:16:26.450,13:18:23.229,51,157,25,,RR-17418,0,,M
803,28,Ymte Sijbrandij 28,66,67,3:04.478,"48,8",3:16:44.417,13:18:41.196,47,147,26,,FL-59825,0,,M
804,12,Nici Walde 12,68,68,2:59.921,50,3:16:51.736,13:18:48.515,50,125,26,,RS-39204,0,,F
805,7,Swannette Tempelman 7,54,68,3:42.605,"40,4",3:16:55.260,13:18:52.039,53,171,26,,HL-85304,0,,F
806,46,Xander Niezing 46,4,68,3:05.630,"48,5",3:17:00.735,13:18:57.514,39,131,27,,CV-94540,0,,M
807,1,Christian Winkgen 1,60,68,3:33.219,"42,2",3:17:01.691,13:18:58.470,35,165,27,,FR-20127,0,,M
808,24,Peter Coppens 24,49,68,3:20.924,"44,8",3:17:10.050,13:19:06.829,37,125,28,,FL-79890,0,,M
809,30,Bo Gustavsson 30,63,68,3:20.595,"44,9",3:17:11.372,13:19:08.151,50,120,28,,CK-85561,0,,M
810,13,Daniel Fenn 13,67,68,2:46.411,"54,1",3:17:13.127,13:19:09.906,42,163,31,,RS-44911,0,,M
811,41,Hanno Habighorst 41,64,68,2:56.292,"51,1",3:17:24.465,13:19:21.244,42,110,26,,FL-67553,0,,M
812,11,Piet Kaagman 11,6,68,2:50.848,"52,7",3:17:30.690,13:19:27.469,33,172,32,,TT-76200,0,,M
813,21,Vladimir 21,4,68,4:19.907,"34,6",3:17:32.124,13:19:28.903,51,156,32,,TK-75384,0,,M
814,31,Peter Haan 31,5,68,3:16.086,"45,9",3:17:32.288,13:19:29.067,25,164,32,,SW-67991,0,,M
815,14,Kerstin Lechtenberg 14,3,68,5:47.267,"25,9",3:17:53.775,13:19:50.554,56,134,29,,TW-27175,0,,F
816,29,Pieter Sijbrandij 29,6,68,3:00.972,"49,7",3:18:01.255,13:19:58.034,46,129,32,,RR-86309,0,,M
817,35,Maarten Sijbrandij 35,53,68,3:33.387,"42,2",3:18:08.358,13:20:05.137,48,183,29,,FX-12737,0,,M
818,6,Bernhard Böhler 6,58,68,3:17.529,"45,6",3:18:34.415,13:20:31.194,32,223,31,,TH-71610,0,,M
819,16,Harry Lieben 16,6,68,3:02.353,"49,4",3:18:45.378,13:20:42.157,42,121,29,,SP-58826,0,,M
820,40,Alexander Kamminga 40,49,68,3:53.345,"38,6",3:18:52.861,13:20:49.640,49,147,31,,SW-51561,0,,M
821,3,Peter Welk 3,5,68,3:50.612,39,3:19:30.414,13:21:27.193,52,140,33,,RG-24042,0,,M
822,25,Ulrich Bentlage 25,5,68,3:46.499,"39,7",3:19:45.624,13:21:42.403,53,154,33,,TS-92224,0,,M
823,32,Heinz Bentlage 32,5,68,3:47.139,"39,6",3:19:45.958,13:21:42.737,53,169,33,,LS-77829,0,,M
824,22,Reinis Avens 22,5,68,3:46.782,"39,7",3:19:46.459,13:21:43.238,53,151,33,,TN-05564,0,,M
825,28,Ymte Sijbrandij 28,67,68,3:03.868,"48,9",3:19:48.285,13:21:45.064,44,149,33,,FL-59825,0,,M
826,12,Nici Walde 12,69,69,2:57.877,"50,6",3:19:49.613,13:21:46.392,45,128,34,,RS-39204,0,,F
827,13,Daniel Fenn 13,68,69,2:43.485,"55,1",3:19:56.612,13:21:53.391,40,165,33,,RS-44911,0,,M
828,46,Xander Niezing 46,5,69,3:08.959,"47,6",3:20:09.694,13:22:06.473,38,132,32,,CV-94540,0,,M
829,41,Hanno Habighorst 41,65,69,2:58.202,"50,5",3:20:22.667,13:22:19.446,44,108,35,,FL-67553,0,,M
830,11,Piet Kaagman 11,7,69,2:56.447,51,3:20:27.137,13:22:23.916,38,174,32,,TT-76200,0,,M
831,24,Peter Coppens 24,50,69,3:20.217,45,3:20:30.267,13:22:27.046,42,127,30,,FL-79890,0,,M
832,30,Bo Gustavsson 30,64,69,3:20.179,45,3:20:31.551,13:22:28.330,52,121,30,,CK-85561,0,,M
833,7,Swannette Tempelman 7,55,69,3:40.514,"40,8",3:20:35.774,13:22:32.553,55,172,28,,HL-85304,0,,F
834,1,Christian Winkgen 1,61,69,3:36.548,"41,6",3:20:38.239,13:22:35.018,37,160,28,,FR-20127,0,,M
835,31,Peter Haan 31,6,69,3:15.255,"46,1",3:20:47.543,13:22:44.322,24,166,27,,SW-67991,0,,M
836,29,Pieter Sijbrandij 29,7,69,2:56.967,"50,9",3:20:58.222,13:22:55.001,44,131,46,,RR-86309,0,,M
837,15,Alexander Lechtenberg 15,4,69,5:18.348,"28,3",3:21:31.394,13:23:28.173,48,126,26,,FL-68490,0,,M
838,16,Harry Lieben 16,7,69,3:01.952,"49,5",3:21:47.330,13:23:44.109,48,121,27,,SP-58826,0,,M
839,35,Maarten Sijbrandij 35,54,69,3:40.431,"40,8",3:21:48.789,13:23:45.568,51,189,27,,FX-12737,0,,M
840,21,Vladimir 21,5,69,4:18.968,"34,8",3:21:51.092,13:23:47.871,55,153,27,,TK-75384,0,,M
841,8,Otmar Buchert 8,4,69,5:26.159,"27,6",3:21:52.609,13:23:49.388,50,157,27,,RR-17418,0,,M
842,6,Bernhard Böhler 6,59,69,3:22.492,"44,4",3:21:56.907,13:23:53.686,35,221,27,,TH-71610,0,,M
843,13,Daniel Fenn 13,69,69,2:41.474,"55,7",3:22:38.086,13:24:34.865,42,165,26,,RS-44911,0,,M
844,12,Nici Walde 12,70,70,2:58.746,"50,4",3:22:48.359,13:24:45.138,51,125,29,,RS-39204,0,,F
845,40,Alexander Kamminga 40,50,70,3:59.594,"37,6",3:22:52.455,13:24:49.234,50,151,25,,SW-51561,0,,M
846,28,Ymte Sijbrandij 28,68,70,3:05.568,"48,5",3:22:53.853,13:24:50.632,45,148,25,,FL-59825,0,,M
847,46,Xander Niezing 46,6,70,3:07.949,"47,9",3:23:17.643,13:25:14.422,41,131,26,,CV-94540,0,,M
848,41,Hanno Habighorst 41,66,70,2:58.341,"50,5",3:23:21.008,13:25:17.787,50,110,26,,FL-67553,0,,M
849,11,Piet Kaagman 11,8,70,2:54.629,"51,5",3:23:21.766,13:25:18.545,40,177,26,,TT-76200,0,,M
850,3,Peter Welk 3,6,70,3:52.886,"38,6",3:23:23.300,13:25:20.079,50,141,26,,RG-24042,0,,M
851,32,Heinz Bentlage 32,6,70,3:57.611,"37,9",3:23:43.569,13:25:40.348,53,169,26,,LS-77829,0,,M
852,25,Ulrich Bentlage 25,6,70,3:58.229,"37,8",3:23:43.853,13:25:40.632,55,155,26,,TS-92224,0,,M
853,22,Reinis Avens 22,6,70,3:57.868,"37,8",3:23:44.327,13:25:41.106,56,150,26,,TN-05564,0,,M
854,14,Kerstin Lechtenberg 14,4,70,5:57.348,"25,2",3:23:51.123,13:25:47.902,61,140,26,,TW-27175,0,,F
855,29,Pieter Sijbrandij 29,8,70,2:55.714,"51,2",3:23:53.936,13:25:50.715,44,129,26,,RR-86309,0,,M
856,24,Peter Coppens 24,51,70,3:24.224,"44,1",3:23:54.491,13:25:51.270,38,124,26,,FL-79890,0,,M
857,30,Bo Gustavsson 30,65,70,3:24.089,"44,1",3:23:55.640,13:25:52.419,57,120,26,,CK-85561,0,,M
858,31,Peter Haan 31,7,70,3:18.924,"45,2",3:24:06.467,13:26:03.246,25,167,26,,SW-67991,0,,M
859,1,Christian Winkgen 1,62,70,3:34.777,"41,9",3:24:13.016,13:26:09.795,34,161,26,,FR-20127,0,,M
860,7,Swannette Tempelman 7,56,70,3:43.255,"40,3",3:24:19.029,13:26:15.808,55,170,26,,HL-85304,0,,F
861,16,Harry Lieben 16,8,70,3:05.345,"48,6",3:24:52.675,13:26:49.454,52,125,26,,SP-58826,0,,M
862,6,Bernhard Böhler 6,60,70,3:18.794,"45,3",3:25:15.701,13:27:12.480,32,211,27,,TH-71610,0,,M
863,13,Daniel Fenn 13,70,70,2:44.946,"54,6",3:25:23.032,13:27:19.811,43,165,26,,RS-44911,0,,M
864,35,Maarten Sijbrandij 35,55,70,3:38.005,"41,3",3:25:26.794,13:27:23.573,51,187,26,,FX-12737,0,,M
